,GSM1377859,GSM1377860,GSM1377861,GSM1377862,GSM1377863,GSM1377864,GSM1377865,GSM1377866,GSM1377867,GSM1377868,GSM1377869,GSM1377870,GSM1377871,GSM1377872,GSM1377873,GSM1377874,GSM1377875,GSM1377876,GSM1377877,GSM1377878,GSM1377879,GSM1377880,GSM1377881,GSM1377882,GSM1377883,GSM1377884,GSM1377885,GSM1377886,GSM1377887,GSM1377888,GSM1377889,GSM1377890,GSM1377891,GSM1377892,GSM1377893,GSM1377894,GSM1377895,GSM1377896,GSM1377897,GSM1377898,GSM1377899,GSM1377900,GSM1377901,GSM1377902,GSM1377903,GSM1377904,GSM1377905,GSM1377906,GSM1377907
ENSMUSG00000019303,7.70443,1.92173,28.1814,4.23116,1.7885400000000002,3.56417,0.0,3.73e-73,6.40881,114.09100000000001,117.912,77.3877,91.5625,126.197,106.072,82.8917,67.2197,145.634,104.204,131.295,72.0088,115.34100000000001,125.41799999999999,171.446,145.345,213.773,74.1435,145.488,189.37900000000002,70.3992,51.0087,33.6491,60.5262,89.4164,81.183,96.8476,100.01,39.5034,66.1429,31.6266,56.0548,78.1335,57.3724,55.0417,37.2774,110.90299999999999,120.95100000000001,112.514,99.3219
ENSMUSG00000043909,182.666,168.482,157.386,189.959,187.53900000000002,173.172,4.84882,164.582,96.8849,17.4587,113.675,61.3019,47.1575,33.2545,97.5412,23.8098,67.2237,59.6869,124.315,70.6962,71.0985,24.7058,60.6566,145.405,27.6704,16.532,48.9689,71.1775,64.0525,75.6697,85.9979,30.4517,73.6816,48.7652,33.8594,77.5153,125.655,102.345,63.3097,87.6762,59.8585,33.3859,14.9041,8.00492,112.506,30.4474,41.2924,66.3643,19.9591
ENSMUSG00000032398,81.6947,46.3687,77.4034,61.8398,42.0762,46.2288,0.282968,37.8009,50.8057,108.98299999999999,121.68,81.0876,137.994,127.87100000000001,110.589,52.8656,46.5036,133.608,121.65299999999999,66.3068,72.3436,118.031,128.393,154.481,116.161,212.29,105.28200000000001,127.529,274.46,109.869,122.98899999999999,105.555,134.534,127.309,146.863,117.391,155.954,137.55,182.868,95.9875,157.609,139.752,177.467,144.645,107.40700000000001,167.188,161.53799999999998,217.39700000000002,165.217
ENSMUSG00000028617,186.169,198.454,150.523,236.174,234.421,210.255,146.075,260.026,154.929,106.132,108.39399999999999,65.274,101.47200000000001,80.9749,100.67399999999999,112.27799999999999,140.62,96.4721,95.8646,71.916,124.196,136.023,167.7,102.663,96.8326,17.5291,120.54899999999999,125.995,194.581,205.355,149.115,125.353,200.21200000000002,158.714,201.364,192.995,174.903,174.31900000000002,108.852,107.09,251.382,106.395,140.415,119.975,91.979,173.081,113.044,111.21600000000001,178.343
ENSMUSG00000063354,0.0,0.11705299999999999,8.71983,0.323676,1.5006700000000002,0.44618,24.9732,0.433659,0.0,81.36399999999999,55.1261,85.3138,38.8168,41.3933,78.9323,57.4438,36.7806,48.5032,69.1997,5.92804,39.5499,85.1877,16.0052,42.5983,14.7821,0.604371,30.826999999999998,115.087,45.0193,116.366,119.281,94.8744,153.856,107.501,152.2,117.45100000000001,147.702,122.056,109.219,182.55900000000003,138.958,97.9729,69.2927,47.2135,121.42200000000001,116.21,130.671,92.2572,129.628
ENSMUSG00000025785,169.222,151.079,156.904,156.465,163.359,188.196,1.23999,138.667,190.043,76.2125,115.351,48.8028,78.4547,128.839,88.9072,50.8446,24.9504,170.408,135.06,87.8698,76.3522,134.042,181.207,254.838,207.828,203.166,80.8498,133.96200000000002,213.39700000000002,163.035,157.157,143.65200000000002,150.84,147.322,163.832,134.985,127.056,121.245,172.237,138.16299999999998,169.24599999999998,197.394,175.922,205.76,162.407,198.484,179.58700000000002,204.417,159.394
ENSMUSG00000085549,0.0,1.24363,0.0,3.63559,0.0,0.0,0.0,0.0,0.0,131.44,63.2644,34.0489,62.7481,56.5537,69.5699,93.053,82.6179,112.77,88.6733,18.2755,38.5007,36.914,164.328,204.6,44.6073,175.81,2.5058,30.0728,69.9078,43.2986,49.2341,47.001999999999995,0.550331,42.9542,61.6786,59.309,81.6328,58.9952,147.376,98.936,52.97,90.0223,82.9524,101.309,74.7748,32.7123,139.3,156.322,67.9838
ENSMUSG00000055067,85.2698,114.931,96.5417,119.477,122.905,102.93799999999999,45.3944,103.031,77.8442,95.5755,58.6982,29.329,74.473,22.1844,83.8741,7.318110000000001,1.9257099999999998,63.6551,69.5335,136.319,50.8521,55.1628,121.279,134.006,45.9604,288.742,56.6539,101.51299999999999,43.4626,28.8087,21.6456,16.1635,13.8415,8.49796,10.5939,20.2445,54.1916,64.1717,7.6091,23.877,26.4108,54.5021,30.6213,26.4308,7.983560000000001,3.16889,8.50217,37.7926,13.1619
ENSMUSG00000002015,212.72299999999998,215.547,154.95,199.891,227.36,213.24400000000003,3.91865,222.476,257.71,180.94,161.123,139.093,163.93099999999998,191.27900000000002,177.325,128.836,116.259,217.745,170.59099999999998,236.06900000000002,227.919,177.743,221.58,205.718,246.391,287.126,142.936,201.173,321.807,185.498,142.465,185.49900000000002,189.97099999999998,202.523,248.21599999999998,242.102,241.34099999999998,280.753,239.99599999999998,260.048,243.6,248.27,238.218,234.572,228.05900000000003,256.634,190.245,180.717,200.38099999999997
ENSMUSG00000044279,101.734,71.2983,124.073,88.1693,102.52799999999999,138.877,2.82019,60.2074,94.58,112.93299999999999,94.0271,140.436,95.7809,104.007,143.34799999999998,130.278,100.20700000000001,84.8718,133.28,140.08,166.77200000000002,174.774,101.637,197.007,110.65100000000001,63.8963,91.479,249.18099999999998,265.723,159.19799999999998,142.374,110.75299999999999,164.899,194.235,198.61700000000002,184.97,184.515,148.567,158.554,173.72799999999998,185.29,152.239,208.93,142.968,91.6515,217.95,209.959,177.727,170.06900000000002
ENSMUSG00000073018,152.316,137.904,94.2828,132.101,140.65,194.609,0.563611,161.094,160.33700000000002,4.36348,11.0029,12.785,29.8063,25.2908,19.6365,7.01824,1.29335,1.02241,24.316999999999997,27.9376,11.7782,15.0347,0.0640282,46.4187,6.634580000000001,0.0,25.7419,20.4004,10.0334,26.1888,14.7981,5.64262,4.21479,32.5304,15.6081,3.5616199999999996,6.57759,51.846000000000004,17.1229,51.5992,24.6342,0.663313,9.46231,1.92183,2.4486,13.4821,29.9208,2.72863,30.1878
ENSMUSG00000029465,71.6895,52.4839,43.7712,55.4303,56.0298,52.06100000000001,1.15914,71.1894,54.6235,81.3305,85.52,73.1643,81.8781,95.3291,58.739,33.5415,71.0083,71.1105,108.42200000000001,23.8007,4.29629,32.7578,77.5446,191.25099999999998,158.49200000000002,173.68599999999998,35.2523,133.718,135.054,106.314,111.682,112.796,133.734,105.359,142.653,106.777,94.9652,128.366,103.7,232.05900000000003,174.44299999999998,209.317,94.9267,75.4685,153.214,163.415,125.94200000000001,152.023,91.4054
ENSMUSG00000029131,84.0433,106.62100000000001,112.412,117.03,135.563,86.5799,5.897390000000001,111.039,67.501,46.22,57.4482,40.4841,97.4738,14.6875,33.8931,28.1841,44.2687,15.5238,51.0788,78.3671,30.8201,54.2758,67.9443,54.8978,132.944,109.649,54.2704,80.98899999999999,79.8271,172.989,219.36,199.03900000000002,140.338,131.095,142.918,131.283,165.178,103.469,173.86700000000002,65.6393,97.7381,156.808,133.958,139.181,157.912,130.392,163.41,161.88299999999998,100.45100000000001
ENSMUSG00000066491,90.2828,112.568,121.292,112.008,135.748,214.722,0.0,98.5177,112.057,48.806999999999995,37.3233,31.2205,65.5646,42.4178,34.1935,41.6224,41.8582,96.6436,60.1713,49.5477,70.15100000000001,56.2015,68.6504,70.2094,83.0148,164.857,31.3565,67.7993,105.52799999999999,119.015,164.606,98.25299999999999,101.699,103.366,133.871,83.2988,89.5999,92.6225,101.55799999999999,56.3841,136.463,173.47299999999998,181.02900000000002,153.976,147.87,162.805,152.71,236.174,167.488
ENSMUSG00000010760,40.8925,28.7024,84.2361,36.3667,57.001999999999995,36.0357,0.0,8.758410000000001,30.0898,75.3407,133.02200000000002,26.6712,28.1523,70.545,52.8772,52.4839,70.9894,26.7269,90.7724,66.1034,42.6388,135.754,225.042,2.55115,66.5187,145.62,9.68468,8.74879,7.46588,8.17047,30.1192,0.0,1.49885,7.4527399999999995,0.0,0.0,0.0,0.632632,0.631131,41.3269,1.11769,1.55855,28.1172,2.1463200000000002,31.3993,6.77188,166.74599999999998,7.59214,148.764
ENSMUSG00000037152,6.6206,0.0,1.34366,0.8906270000000001,16.4615,1.74355,0.0,0.280125,5.47109,33.2997,36.3668,47.5955,69.317,75.3682,57.2925,36.9574,45.9408,64.7459,61.7479,44.036,30.7145,47.9895,91.7713,139.08100000000002,74.7908,94.9203,54.2607,55.0502,143.41299999999998,123.215,109.775,98.2674,128.972,114.854,97.9003,82.4347,123.822,160.444,159.461,141.915,128.51,103.86399999999999,147.472,131.07,102.23899999999999,158.108,124.816,166.74900000000002,88.8433
ENSMUSG00000029524,114.58200000000001,165.02700000000002,192.238,179.19400000000002,119.811,116.64399999999999,2.11082,115.57700000000001,94.5609,19.3935,25.7528,7.16857,11.7592,26.7379,0.0,4.63892,25.7114,25.5801,36.0526,1.23892,0.0,14.0582,74.0423,0.0,79.4758,0.0,0.0,3.7148199999999996,0.478842,71.0466,25.7661,19.5527,53.6915,76.2842,16.3106,97.5107,47.2504,0.0,5.83168,0.0,0.0,0.0,0.510616,0.0,0.0,46.2284,10.1579,11.1754,50.5575
ENSMUSG00000027079,6.3886,0.0,0.0,0.206927,3.81998,0.0,53.9387,0.0,1.17462,104.046,50.7286,61.5453,100.01700000000001,86.4802,112.566,117.524,90.8836,133.284,84.9633,94.3408,137.00799999999998,89.0051,107.30799999999999,166.235,104.542,154.309,1.7633400000000001,105.441,141.32299999999998,130.747,52.011,76.9,77.2941,156.71200000000002,131.858,133.249,142.862,143.767,96.8851,144.644,152.537,80.5379,34.9574,25.9542,40.9,81.44800000000001,60.1359,55.5512,43.6058
ENSMUSG00000026605,167.145,138.912,89.4981,125.17,145.458,166.704,62.5222,187.292,191.15599999999998,23.9991,9.6163,17.2698,26.7009,43.136,30.7173,28.5449,49.1906,59.7271,49.6921,44.6727,42.1679,36.6256,43.1074,22.6119,88.3295,0.9267989999999999,28.9629,24.3533,106.46799999999999,5.63203,49.8729,26.1771,26.9053,42.0993,11.1932,21.7685,29.1898,30.9133,0.639809,3.94728,41.3731,20.3987,6.8800300000000005,22.8838,16.7751,30.8575,1.98743,0.5243939999999999,3.2916
ENSMUSG00000038160,161.843,164.00099999999998,119.005,178.519,188.56400000000002,195.05700000000002,49.1022,205.325,237.333,60.9068,78.9443,24.9472,30.6315,55.6304,58.1045,74.7541,57.0316,62.8822,41.3301,72.6422,64.3407,73.5823,75.7426,47.2123,77.5643,62.4147,52.6666,46.3225,78.7567,36.4019,55.3156,54.5133,47.8892,33.0165,43.3231,65.4776,44.2691,41.1365,32.5907,81.7347,60.1837,46.4799,41.3524,34.2035,23.3842,50.6254,54.4118,49.3723,50.4576
ENSMUSG00000079104,13.0794,19.7283,7.453860000000001,27.4551,15.164000000000001,21.5207,1.25427,16.0209,12.5935,88.605,95.1617,73.5174,77.2884,63.7356,89.6308,95.5078,70.7901,74.4972,97.7618,176.34599999999998,126.59100000000001,117.693,152.296,181.878,166.787,203.31599999999997,99.8995,110.85600000000001,194.91099999999997,104.443,83.5742,69.6985,95.0323,139.99,140.747,148.642,129.072,134.775,89.0633,128.472,103.725,46.6806,47.3239,61.5432,39.9401,109.637,83.0486,86.6069,75.5098
ENSMUSG00000031939,34.5286,36.6416,41.066,47.5867,32.9917,45.203,97.6023,41.0157,33.3318,144.249,124.911,94.9797,129.747,166.601,110.069,147.912,122.484,149.457,122.273,215.305,189.917,134.555,193.295,216.959,186.454,197.285,107.23299999999999,125.08,238.47099999999998,136.368,134.791,145.861,123.751,126.09299999999999,126.818,146.007,133.452,139.52700000000002,200.75400000000002,164.40400000000002,173.13099999999997,137.874,159.368,119.709,107.866,169.507,143.20600000000002,154.235,156.04399999999998
ENSMUSG00000051391,86.9075,85.6457,95.9609,57.5408,83.5447,100.84700000000001,28.6351,61.9805,78.942,150.724,134.486,95.9166,167.791,105.762,101.55,164.62599999999998,138.433,141.037,67.1318,95.1757,218.532,221.468,188.40400000000002,45.4918,24.2923,196.726,37.4816,62.56399999999999,139.159,50.2323,98.3535,69.2367,43.74100000000001,82.3643,110.603,152.783,84.2936,64.4311,105.055,118.40700000000001,131.3,86.6725,65.8875,12.5775,45.2153,6.013999999999999,48.1097,85.8612,37.9936
ENSMUSG00000032381,67.7877,58.9494,79.5234,49.1592,47.7562,51.3622,25.5801,51.1394,51.2659,58.5118,9.39269,37.5459,58.5156,50.4047,29.0082,31.2388,71.9879,85.9504,51.6406,90.0897,2.15372,50.4616,47.5568,112.09899999999999,0.33555100000000004,123.02799999999999,53.8541,101.301,161.769,123.837,66.8355,70.4417,158.55100000000002,130.224,182.80200000000002,126.506,155.819,91.2438,83.9667,94.5733,148.95600000000002,137.151,159.204,177.72099999999998,118.309,188.044,149.267,180.803,121.944
ENSMUSG00000014504,103.803,133.933,124.315,121.29,128.608,151.304,0.797979,109.60600000000001,99.0695,87.97200000000001,14.4804,38.5252,49.1398,55.7272,71.4321,64.1691,41.6286,69.9996,67.0357,68.4927,142.418,112.49700000000001,99.7492,218.315,142.938,218.945,86.4887,144.648,104.462,145.833,147.518,103.979,176.797,142.39,134.791,132.164,143.519,155.643,164.90599999999998,145.35299999999998,186.83,159.91299999999998,217.22099999999998,165.285,173.641,156.283,182.112,167.528,169.84
ENSMUSG00000013973,161.741,175.69,177.025,202.03,122.444,163.04399999999998,6.23575,134.505,160.13,23.6269,14.3898,25.0676,26.2388,43.5083,65.8275,32.1279,48.9094,49.3739,28.9391,40.9512,55.0433,15.2794,19.2652,155.091,127.059,20.0017,27.5416,57.9425,37.4092,92.6621,93.2474,82.116,43.4111,91.2591,94.324,99.13799999999999,92.5742,41.126999999999995,72.6276,29.8138,95.4621,21.2555,46.9566,38.6225,43.2186,90.8716,100.103,103.73200000000001,56.3288
ENSMUSG00000030270,165.231,121.125,133.395,149.061,131.44299999999998,148.555,0.555017,128.92600000000002,142.65,1.30197,47.9636,0.0,32.3234,27.0238,0.312639,68.7749,50.4532,39.3335,22.7264,81.2193,74.1797,34.0969,27.3748,30.825,7.18555,110.064,4.32341,25.151999999999997,77.072,18.6472,27.0692,0.546678,7.52641,0.0,0.10328,0.0,0.0,0.0,0.0782977,7.890610000000001,0.138146,0.0,0.729355,1.0541200000000002,20.1692,10.0267,6.5058300000000004,2.44895,5.081980000000001
ENSMUSG00000060499,5.0788199999999994,1.03321,0.0,4.79608,6.610110000000001,0.0,0.0,0.0,2.8780200000000002,158.64600000000002,113.13799999999999,96.1069,125.09200000000001,111.68299999999999,90.4052,90.8603,82.9714,101.97399999999999,84.7624,185.821,162.22899999999998,124.49600000000001,141.134,89.0862,114.535,95.6037,90.3404,103.551,153.863,64.8498,64.23,86.9266,86.132,110.70100000000001,126.87700000000001,138.265,88.4004,96.4423,120.197,180.30900000000003,151.707,103.35799999999999,88.3658,111.626,88.6833,126.53399999999999,118.022,156.197,132.005
ENSMUSG00000080893,24.4695,18.9462,14.392999999999999,23.9389,8.642439999999999,26.7409,0.0,19.6987,3.7382800000000005,54.2792,68.7483,37.8368,79.3264,65.19800000000001,59.4931,28.6068,19.4396,65.2051,47.3497,19.8789,42.4188,62.8851,74.5504,97.2733,57.565,96.3985,56.0888,82.2576,119.28200000000001,111.898,129.162,90.1287,122.152,110.945,110.773,129.589,140.608,131.053,163.584,150.966,135.785,152.217,160.845,133.52700000000002,79.986,178.74099999999999,131.009,182.59799999999998,103.385
ENSMUSG00000064949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.842,1.6800000000000003e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.1476,0.0,0.0,0.0,0.0,0.44326400000000005,2.8199999999999997e-29,9.54e-16,6.139999999999999e-35,74.9024,0.0,0.0,0.0,1.76e-16,188.57299999999998,193.554,0.0,0.0,0.0,85.4605,0.0035466,14.9199,5.57e-19
ENSMUSG00000020390,51.9342,88.78299999999999,50.3277,64.4841,63.5095,35.5852,25.4054,57.3126,34.5127,110.024,123.461,116.82700000000001,118.111,92.7598,129.52100000000002,154.888,119.45700000000001,162.218,135.591,133.65200000000002,179.63099999999997,116.086,150.579,242.77900000000002,170.392,215.275,126.309,193.75900000000001,275.19,157.446,162.499,88.2965,134.175,112.15799999999999,123.191,140.191,180.61700000000002,148.51,180.456,95.6913,160.092,87.191,130.95600000000002,151.843,117.87,157.188,133.184,150.475,136.34
ENSMUSG00000083373,0.0,75.7391,150.418,0.0,0.0,147.524,0.0,0.0,110.89,68.5285,0.0,83.7207,20.6357,25.721,0.0,90.2764,68.4466,135.506,0.0,100.281,90.0007,96.8523,190.989,32.666,0.0,68.6661,0.0,85.2786,46.3479,0.0,0.0,0.0,0.0,27.7152,0.0,0.0,0.0,0.0,0.0,0.0,30.4565,84.0965,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000015943,38.8379,53.2832,53.4852,19.739,17.058,19.8478,0.0,4.90118,3.61812,65.7637,27.3066,96.0898,12.0883,56.8953,76.5169,108.262,74.7173,122.829,104.337,107.09200000000001,129.79399999999998,131.227,176.28099999999998,209.77900000000002,189.095,166.94799999999998,49.5295,47.9964,83.1672,77.2568,60.5953,71.2098,61.6885,111.00200000000001,143.214,116.346,62.8189,61.6023,61.2439,59.7347,110.759,27.0924,0.754063,26.7737,0.0,106.936,110.476,55.2276,85.9974
ENSMUSG00000063406,30.6251,27.7635,39.7885,32.1294,57.2819,29.9403,3.8901,38.3352,24.1997,132.972,154.611,100.56700000000001,120.311,142.525,158.306,134.279,86.1994,125.76,134.65,84.1232,105.089,119.50399999999999,189.576,198.79,189.157,154.645,146.911,142.18,235.18400000000003,136.55200000000002,127.06700000000001,94.3453,101.663,103.557,124.162,130.401,125.446,130.346,126.586,163.543,171.507,145.116,127.791,115.337,113.529,164.192,134.864,188.968,154.665
ENSMUSG00000092246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.3986,105.161,7.261589999999999,8.52674,5.51056,5.01219,0.0,4.81452,45.1999,22.35,8.370610000000001,0.0,120.228,0.0,319.592,0.0,0.0,0.0,0.0,16.3305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000025607,125.006,134.668,187.021,189.872,125.15100000000001,83.1519,40.1889,44.0019,128.39700000000002,111.39399999999999,74.53699999999999,60.5532,0.197208,2.68e-81,41.0161,4.97599,40.7168,83.5929,56.5959,37.306,106.74700000000001,3.12268,15.3771,58.1281,25.225,46.8696,0.414367,0.0,9.659999999999999e-59,0.796428,0.373116,4.72175,10.6243,15.9375,0.8234899999999999,32.1547,16.1456,6.22872,4.11e-06,0.0,0.0,33.6714,12.6104,0.0919204,0.478966,11.3386,0.0,3.5395199999999996,0.0
ENSMUSG00000022159,35.0978,34.1345,28.7842,67.6573,123.014,2.51389,0.0,85.344,23.6178,92.3731,72.9553,55.0881,109.791,36.8748,38.4621,50.6075,6.7629,96.5754,16.4006,86.4858,209.493,144.635,40.8512,84.9324,157.36,53.6322,18.9686,34.3123,217.00599999999997,45.4279,11.7006,2.5951400000000002,21.1843,45.0436,32.8657,33.03,120.28200000000001,42.224,75.4694,16.5771,6.06516,8.15194,9.82047,15.5944,29.2959,5.1716,2.44164,30.3992,67.8546
ENSMUSG00000024007,11.3399,20.3313,28.8147,18.9487,11.8227,0.0,0.0,0.0,0.636023,74.087,76.8946,78.4879,129.377,91.8028,102.18299999999999,87.16799999999999,74.8869,138.041,114.18299999999999,141.577,136.935,108.318,177.019,113.39200000000001,44.292,155.923,94.3462,123.991,141.472,167.142,86.6838,110.40899999999999,147.78799999999998,130.185,149.89700000000002,171.27,152.692,109.555,97.7159,80.916,99.1649,134.705,94.5469,112.584,132.982,148.84,146.033,142.725,136.164
ENSMUSG00000021759,141.689,137.333,112.649,133.868,154.52100000000002,171.896,52.0166,150.533,162.086,27.4211,0.71219,20.1721,1.5086700000000002,26.6547,0.510073,37.8051,18.9825,2.6768400000000003,23.8257,32.1491,1.11756,27.2044,53.8037,0.158367,61.3149,0.825097,20.8329,0.7201069999999999,2.82959,14.1966,16.8512,17.7667,6.00033,21.0819,9.48911,5.33359,0.564407,37.8242,3.9863699999999995,82.4857,6.497269999999999,48.2475,2.72324,31.3529,68.497,42.2752,2.42882,9.25881,2.14118
ENSMUSG00000033022,79.7922,158.904,95.8745,169.808,134.83100000000002,110.14399999999999,0.137527,179.858,155.378,21.8279,20.4648,22.1921,22.3689,17.7034,8.87773,51.0086,25.2972,0.800592,6.62283,91.7145,44.8069,49.538999999999994,33.2442,2.52081,19.1089,65.9616,49.6846,0.0,9.93564,0.0,9.131039999999999,0.0,0.0,0.31332,0.0,0.168348,0.0,11.6714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.08389,20.0576,0.0
ENSMUSG00000020329,34.6256,68.775,33.4918,55.0948,37.6584,21.063000000000002,1.44248,64.031,37.8144,6.183680000000001,63.331,92.3099,39.1744,65.1905,93.1633,35.9515,52.0845,141.54,33.7953,12.3005,56.0491,38.3181,39.1957,14.0218,99.3522,31.4359,91.1189,135.07399999999998,265.60200000000003,111.84899999999999,72.7345,120.561,54.1838,106.54700000000001,103.59,45.3641,148.607,90.5009,98.5013,170.016,101.37100000000001,90.1625,68.5595,114.811,88.6676,122.389,159.559,156.658,120.77600000000001
ENSMUSG00000042289,108.97,139.255,148.524,115.402,145.672,153.067,47.1762,136.122,153.005,4.3699999999999994e-116,1.0999999999999998e-69,5.79e-20,0.0771078,16.8513,20.7003,1.5418,13.29,0.104566,0.204835,49.5582,34.3296,26.4225,12.3727,0.381861,8.849999999999999e-91,0.26882,0.423367,7.459999999999999e-72,1.68972,2.6999999999999984e-219,2.669999999999999e-94,8.99e-38,1.8100000000000001e-19,4.38e-18,5.83e-34,2.75e-55,8.149999999999997e-75,7.050000000000001e-23,7.859999999999996e-185,6.409999999999998e-92,1.4300000000000003e-41,1.7299999999999995e-100,9.829999999999996e-214,7.229999999999996e-266,7.23e-20,1.82e-29,3.43e-20,5.129999999999999e-64,2.5299999999999997e-33
ENSMUSG00000037957,143.005,152.588,82.3379,153.13299999999998,174.174,186.149,40.6837,171.533,169.41299999999998,57.6119,65.6736,46.6684,47.1316,48.3862,63.608999999999995,76.4483,66.2462,42.0003,55.556999999999995,59.0348,73.5677,67.3368,74.7102,39.8562,38.9397,110.553,53.4961,42.7444,78.9749,21.3873,5.76273,1.6821,2.3039,34.6679,22.5946,26.0065,32.994,0.9673129999999999,0.56095,7.68077,2.55931,18.2709,1.2699200000000002,13.9253,17.7132,41.736000000000004,21.4324,32.1975,23.0337
ENSMUSG00000030647,69.6945,65.7621,130.168,66.0175,65.3339,76.352,30.608,57.8442,46.8694,18.8479,15.9677,14.2583,54.0891,71.7149,61.0266,16.9465,1.6762,5.5354,32.2987,8.024519999999999,0.507084,74.9748,71.4992,48.2229,11.2879,15.9312,39.9593,23.3271,2.2198700000000002,83.2819,70.1923,103.53200000000001,151.224,37.1545,58.916000000000004,83.5143,53.31399999999999,64.5838,138.325,69.2834,158.296,119.78200000000001,154.31,147.33,59.2396,175.21200000000002,210.451,118.661,121.833
ENSMUSG00000039770,177.96900000000002,184.623,98.5638,182.81900000000002,226.21900000000002,239.912,80.5324,216.46099999999998,314.874,87.944,95.6762,52.7317,107.256,108.99700000000001,86.5834,68.2923,69.9103,71.7283,81.8657,80.4348,85.6174,70.1093,113.795,79.1493,88.0982,106.208,55.7933,93.3923,145.535,99.7586,98.008,84.7122,97.2345,96.3279,128.877,128.67700000000002,110.70299999999999,128.227,143.532,111.6,126.46799999999999,99.8069,106.285,109.49700000000001,65.5837,122.70299999999999,98.6477,110.624,87.8762
ENSMUSG00000039246,131.60299999999998,137.998,118.667,131.03,140.836,153.565,88.1933,151.487,147.832,16.5089,37.5588,0.0732613,1.3374,1.99446,14.5647,34.3739,46.8511,15.9696,3.9871,33.7021,71.4918,26.7881,0.50622,0.476721,43.2581,25.5623,0.07161260000000001,27.1342,11.2359,9.60919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.91576,0.143538,0.215119,14.3623,0.0
ENSMUSG00000046856,136.695,127.514,99.9224,142.518,141.373,134.47899999999998,0.406431,139.629,163.697,10.0914,0.0,0.582613,0.0,0.687945,0.0,0.0,0.0,0.0,1.12353,0.0,2.3279799999999997,0.0,0.0,0.0,0.0,0.0,3.78341,0.0,4.29241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1582300000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000023048,148.74200000000002,134.171,152.215,126.464,123.90700000000001,149.44899999999998,62.6694,133.40200000000002,138.829,248.31400000000002,188.7,176.30599999999998,194.273,216.518,201.267,184.017,146.136,239.03099999999998,213.03,280.656,248.679,206.2,212.40400000000002,276.55,249.359,302.11400000000003,176.748,256.504,346.86400000000003,204.55200000000002,168.643,192.34599999999998,192.31599999999997,203.86700000000002,232.47099999999998,184.05,215.452,216.262,178.595,191.243,240.291,214.30599999999998,239.582,252.935,190.457,253.644,211.99900000000002,223.139,216.05700000000002
ENSMUSG00000071302,79.4083,9.7697,53.4631,9.21224,20.7837,29.0223,0.0,35.5614,43.646,0.0,0.0,10.2316,51.5615,37.694,44.1422,0.0,0.0,72.9719,0.0,3.16282,0.0,0.0,0.0,249.524,0.0,2.41319,82.3747,55.6607,15.5893,108.085,117.652,53.4533,29.7706,54.5263,33.3849,69.3217,110.186,49.623000000000005,22.8702,134.02,93.7209,53.9236,138.444,61.635,161.233,41.8731,62.0566,87.1071,26.0179
ENSMUSG00000094267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.3752,148.535,0.0,0.0,106.914,0.0,0.0,110.913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.76,135.783,128.553,0.0,0.0,0.0,0.0,111.82600000000001,0.0,0.0
ENSMUSG00000060733,160.015,130.255,160.985,154.355,165.199,109.295,61.7303,132.418,133.8,69.7656,82.1926,44.0323,39.7304,35.2084,37.2476,57.6641,70.703,72.8452,38.5719,73.4534,43.4697,59.5476,65.4654,57.4764,77.6709,153.638,52.4008,20.1006,52.3985,2.4925200000000003,16.0472,11.6536,5.79028,6.55282,1.6228799999999999,6.90764,9.175880000000001,20.4499,10.9478,11.1824,16.7943,2.11143,0.13733299999999998,13.3518,17.9621,4.47724,5.86474,1.92002,0.506625
ENSMUSG00000024571,9.20612,14.8982,13.5432,11.1931,2.04545,12.0014,0.134381,25.265,0.936316,45.3555,62.933,37.2227,48.2789,39.0174,90.2782,17.3721,45.9764,38.5925,46.0599,93.4638,19.5259,103.72,52.9424,54.8156,120.618,92.7324,77.7954,144.534,65.4961,181.831,141.001,109.802,164.111,110.34899999999999,134.504,164.571,104.626,116.094,93.9552,152.126,105.916,105.876,90.068,167.43200000000002,97.2012,116.15,101.845,123.059,84.8246
